name,online_order,book_table,rate,votes,location,rest_type,cost_for_two_people
Dawat,True,False,3.5,57,Marathahalli,Quick Bites,400
Hotel Sapthagiri,True,False,3.6,13,Marathahalli,Casual Dining,700
Aashish Foods,True,False,3.8,35,Marathahalli,Quick Bites,150
Freshkhilao,True,False,3.5,377,Brookefield,Casual Dining,750
Hot Brixx,True,False,3.7,22,Marathahalli,Quick Bites,500
3 Leafs,True,False,3.7,128,Kaggadasapura,Casual Dining,600
Yummy Punjabi,True,False,3.0,93,Bellandur,Quick Bites,400
Punjab Zone,True,False,2.8,122,Bellandur,Quick Bites,400
Dawat Midnight Express,False,False,3.1,30,Marathahalli,"Takeaway, Delivery",450
Ram Bhog,False,False,3.8,24,Marathahalli,Quick Bites,200
Chellappa's,True,False,3.2,115,Kaggadasapura,Casual Dining,500
Grand Hotel,True,False,3.6,57,Old Airport Road,Quick Bites,500
Haveli,True,False,3.7,61,Marathahalli,Casual Dining,700
Mad Over Donuts,True,False,3.9,46,"ITPL Main Road, Whitefield",Dessert Parlor,450
Chai Galli,True,False,4.1,825,Brookefield,Cafe,300
Feel@Home,True,False,3.6,42,Marathahalli,"Takeaway, Delivery",300
Celebrations 365,True,False,3.3,4,Brookefield,Dessert Parlor,350
JLT Food,True,False,3.6,23,Whitefield,Quick Bites,450
Little Nature,True,False,3.1,46,Marathahalli,"Quick Bites, Beverage Shop",250
Fashion Knack Cafe,False,False,3.7,18,Whitefield,Cafe,250
Sindhuri Restaurant,True,False,3.1,19,Marathahalli,Casual Dining,600
Desi Zaika,True,False,2.8,68,Kaggadasapura,Casual Dining,450
The Zaika Of Banaras,True,False,3.3,26,Marathahalli,Quick Bites,350
Luscious Folks,True,False,3.9,219,Marathahalli,Quick Bites,250
House of Torte,True,False,3.8,60,Kaggadasapura,"Bakery, Cafe",450
Golden Rice,True,False,4.2,176,Marathahalli,Casual Dining,1000
Kudil Kerala Kitchen,True,False,3.8,49,Marathahalli,Quick Bites,300
Light House Cafe,False,False,3.6,94,Marathahalli,Cafe,700
Venad Kitchen,True,False,3.8,93,Kaggadasapura,"Takeaway, Delivery",300
Paakam,False,False,3.7,64,Marathahalli,Quick Bites,150
Flavors of India,True,False,3.6,34,Marathahalli,Casual Dining,800
Panda Foods,True,False,3.5,15,Marathahalli,Quick Bites,300
Yumatos,True,False,3.4,8,Whitefield,Quick Bites,500
Parasme,True,False,3.7,42,Marathahalli,"Quick Bites, Dessert Parlor",400
Delhi Restaurant,True,False,3.8,54,Marathahalli,Quick Bites,400
Not Just Parathas,True,False,3.8,170,Kaggadasapura,Quick Bites,500
Desi Chinese,True,False,3.6,37,East Bangalore,Delivery,400
Punjabi Tandoor,True,False,3.6,250,Kaggadasapura,Casual Dining,700
Daniyal's,True,False,3.5,180,Marathahalli,Casual Dining,800
Drunken Monkey,True,False,3.9,98,Marathahalli,"Beverage Shop, Quick Bites",500
Tayabbs,True,False,3.3,7,Whitefield,Quick Bites,350
Kidilum,True,False,3.6,32,Marathahalli,Casual Dining,450
Sorse,True,False,3.7,46,Marathahalli,"Takeaway, Delivery",650
China On My Plate,False,False,3.0,17,Whitefield,Casual Dining,800
Lassi,True,False,3.3,16,Marathahalli,"Beverage Shop, Quick Bites",200
Kaka Food Corner,True,False,3.4,89,Whitefield,Quick Bites,300
Central Cafe,True,False,3.2,4,Marathahalli,"Beverage Shop, Quick Bites",300
Thanco's Naturals Ice Cream,True,False,3.6,21,Marathahalli,Dessert Parlor,450
Red Stone Kitchen,True,False,3.8,94,Marathahalli,Casual Dining,750
Aaha,True,False,3.6,93,Brookefield,Quick Bites,300
The Big Grill,False,False,3.4,9,Marathahalli,Quick Bites,400
Fire And Ice,True,False,3.7,19,Kaggadasapura,"Dessert Parlor, Quick Bites",300
Jiyan Swadista,True,False,3.4,10,Marathahalli,Quick Bites,300
Ganga Foods,True,False,3.5,18,Marathahalli,Quick Bites,200
Swad-Deshi Restaurant,True,False,3.5,13,Marathahalli,Quick Bites,300
Al Zaiqa Hotel,True,False,3.4,14,Marathahalli,Quick Bites,200
Go Gharelu,True,False,3.1,67,Marathahalli,"Takeaway, Delivery",250
Bufferia Express,True,False,3.5,20,East Bangalore,Delivery,800
Rolls Kitchen,True,False,3.2,7,Marathahalli,Quick Bites,250
Sri Vishnu Veg,True,False,3.5,14,Marathahalli,Quick Bites,200
Konark Restaurant,True,False,3.1,91,Marathahalli,Quick Bites,200
Southern Spice,True,False,4.0,122,"Varthur Main Road, Whitefield",Casual Dining,800
Erivum Puliyum,True,False,3.9,60,Brookefield,Quick Bites,500
MumÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Kitchen,True,False,3.5,118,Marathahalli,Delivery,200
Spicy Paratha House,True,False,3.0,9,Marathahalli,Quick Bites,450
Rayalaseema Spices,True,False,3.5,35,Brookefield,Casual Dining,550
Andhra Central,True,False,3.1,13,Marathahalli,Food Court,400
Foodishq,True,False,3.7,72,Whitefield,Quick Bites,450
Risalo Pizzeria,True,False,4.0,121,Brookefield,Quick Bites,900
SGS Non Veg - Gundu Pulav,True,False,3.1,68,Marathahalli,Quick Bites,400
Raja Bhojaun,True,False,3.4,20,Marathahalli,"Takeaway, Delivery",250
All Shook Up,True,False,3.7,35,Marathahalli,"Dessert Parlor, Beverage Shop",300
Ginger Mint,True,False,3.0,5,Marathahalli,Casual Dining,600
The Litti Company,True,False,3.6,26,Whitefield,"Takeaway, Delivery",400
Ice Creamist,True,False,3.2,25,Kaggadasapura,Dessert Parlor,300
Odians,True,False,3.1,44,Marathahalli,Quick Bites,500
Ramji Chaiwale,True,False,3.4,31,Bellandur,Quick Bites,250
Lucknow Central,True,False,3.0,23,Marathahalli,Quick Bites,350
Hashtag Kitchen,True,False,3.3,46,Marathahalli,Casual Dining,600
The Grilled & Fried,True,False,2.8,53,Marathahalli,Quick Bites,300
Petoo,True,False,3.8,38,Marathahalli,Quick Bites,450
Hyderabadi Zaiqa,True,False,3.1,44,Bellandur,Casual Dining,700
UBCR,False,False,3.5,9,Marathahalli,Cafe,1000
Nawabi Zaica,True,False,3.5,21,Marathahalli,Casual Dining,600
Delhi Delight Food Cafe,True,False,3.1,28,Jeevan Bhima Nagar,Quick Bites,200
Bageecha,True,False,2.1,479,Marathahalli,Casual Dining,650
BFC Family Restaurant,True,False,3.2,426,Kaggadasapura,Casual Dining,600
Zaica Dine & Wine,True,True,3.8,832,Brookefield,"Casual Dining, Bar",750
Kaayal,True,False,3.2,270,Brookefield,Casual Dining,500
Jade,True,True,3.7,692,Brookefield,Casual Dining,750
Juice Junction,False,False,3.7,18,Marathahalli,Kiosk,200
Regale Restaurant,True,False,3.6,68,Marathahalli,Quick Bites,350
Five Spice Dining,True,False,3.6,56,Marathahalli,Casual Dining,750
Infinity Family Restaurant,True,False,3.6,46,Marathahalli,Casual Dining,500
Paprica,False,False,2.6,118,Marathahalli,"Casual Dining, Bar",1200
Mughal Restaurant,True,False,3.3,218,Brookefield,Casual Dining,600
Strawbees,True,False,3.8,52,Kaggadasapura,Bakery,350
Tandoori Chowk,True,False,3.5,98,Marathahalli,Quick Bites,400
Momo Bites,True,False,3.0,21,Marathahalli,Food Court,350
Kolkata Famous Kathi Rolls,True,False,3.6,37,Brookefield,Quick Bites,150
Srinathji's,True,True,3.9,669,Marathahalli,Casual Dining,750
Decker's Lane,True,False,2.1,243,Marathahalli,Quick Bites,400
Taco Bell,True,False,4.0,784,Brookefield,Quick Bites,600
Jaffa's Biryani,True,False,3.8,434,Marathahalli,Casual Dining,650
Hungree Belly,True,True,4.0,632,Kaggadasapura,Casual Dining,800
Biryani Park,True,False,3.4,85,Brookefield,Casual Dining,500
Chopstick Kitchen,True,False,3.4,71,Kaggadasapura,Casual Dining,600
Swad Punjabi Dhaba,False,False,3.6,20,Thippasandra,Quick Bites,300
US Pizza,True,False,2.4,63,Kaggadasapura,Quick Bites,500
New Tandoor Fusion,True,False,3.1,4,Kaggadasapura,Quick Bites,350
Deccan Kitchen,True,False,3.6,31,Marathahalli,Casual Dining,700
Oogway Express,True,False,3.7,19,Marathahalli,Casual Dining,600
Nashta Pani -The Gujarat's Special,True,False,3.4,85,Marathahalli,Quick Bites,200
Imli,False,False,3.3,13,Marathahalli,Quick Bites,250
Samosa Express,True,False,2.9,21,Marathahalli,Quick Bites,200
Bismillah Bawarchi,True,False,3.6,43,Brookefield,Quick Bites,300
Pait Full,True,False,3.8,70,Kaggadasapura,Casual Dining,750
Food Factory,True,False,3.3,5,Marathahalli,"Takeaway, Delivery",400
Kamakshi Kitchen,True,False,3.7,28,Marathahalli,Quick Bites,350
Big Chick Fried Chicken,True,False,3.5,11,Kaggadasapura,Quick Bites,400
Romy's Kitchen,True,False,3.1,4,Marathahalli,Casual Dining,450
Ambur Dum Biriyani,True,False,3.3,13,Bellandur,Quick Bites,200
Reddy's Paradise,True,False,3.3,5,Bellandur,Casual Dining,700
Andhra Star Biryani,False,False,3.2,6,Brookefield,Quick Bites,200
Chaai Resto,True,False,3.4,5,Marathahalli,"Beverage Shop, Quick Bites",250
Sri Udupi Deluxe,True,False,3.5,11,Marathahalli,Quick Bites,400
D'Brooks,True,False,3.5,11,Brookefield,Quick Bites,400
Andhra Vindu Multi Cuisine Restaurant,True,False,3.3,11,Marathahalli,Casual Dining,600
The Red Tandoor,True,False,3.2,6,Marathahalli,Quick Bites,400
Gelato Italiano,True,False,3.4,5,Brookefield,Dessert Parlor,200
Mother's Food,True,False,3.8,63,Whitefield,Quick Bites,200
Aahar Vihar,True,False,4.0,73,Marathahalli,Quick Bites,250
Chef Delicacies,True,False,2.7,6,"Varthur Main Road, Whitefield","Takeaway, Delivery",400
Black Rock Cafe,False,False,3.5,22,Marathahalli,Cafe,500
Carlos Cake Cafe,True,False,3.3,8,Marathahalli,Bakery,300
Lassi Magic,True,False,3.5,13,Marathahalli,Quick Bites,150
MealBox Inc.,True,False,3.9,36,Marathahalli,Casual Dining,800
Smoke - The Sizzler House,False,False,3.3,4,Bellandur,Casual Dining,900
New Milestone Restaurant,True,False,3.4,6,Marathahalli,Casual Dining,700
Food Box -The Taste Of Odisha,False,False,3.2,4,Marathahalli,Quick Bites,350
Rajwada Food,True,False,3.0,22,Marathahalli,Quick Bites,300
Kingley Grand,True,False,3.5,11,Marathahalli,Casual Dining,600
Fusion Panda,True,False,3.5,11,Whitefield,"Casual Dining, Quick Bites",300
Potpourri Kitchen,True,False,3.7,12,Marathahalli,Casual Dining,700
RPS Food Corner,True,False,3.3,7,Marathahalli,Quick Bites,400
New Shanthi Sagar,True,False,3.8,16,"Varthur Main Road, Whitefield","Takeaway, Delivery",300
Speedy Chow,True,False,3.5,6,Marathahalli,Casual Dining,600
Kalinga Delicacies Restaurant,True,False,3.2,13,Brookefield,Casual Dining,500
North Indies,True,False,3.8,25,Kaggadasapura,Quick Bites,450
Maa Durga Restaurant,True,False,3.2,4,Whitefield,Quick Bites,300
Sri Vinayaka 99 Variety Dosa,False,False,3.2,4,Marathahalli,Quick Bites,350
Hungrill Barbeque,True,False,3.4,8,Kaggadasapura,Quick Bites,300
Keerthi Restaurant Andhra Style,True,False,3.3,8,Marathahalli,Quick Bites,300
The Grains,True,False,3.6,13,Marathahalli,Quick Bites,300
Sangam Sweets,True,False,3.1,5,Marathahalli,Sweet Shop,200
Maashpacheez,True,False,3.5,17,Marathahalli,Quick Bites,300
The Spice Pavillion,True,False,3.7,126,Marathahalli,Casual Dining,600
Jalsa,True,True,4.2,2189,Marathahalli,Casual Dining,1500
Udupi Nalapaka,True,False,3.9,41,Bellandur,Quick Bites,400
Tastybites.com,True,False,3.7,82,Brookefield,Quick Bites,150
Spicy Andhra,True,False,2.9,22,Marathahalli,Casual Dining,600
Chai Darbaar,True,False,3.1,7,Marathahalli,Quick Bites,300
Apoorva Multi Cuisine Restaurant,True,False,3.9,236,Brookefield,Casual Dining,750
Kaafi Desi,True,False,4.0,528,Marathahalli,Quick Bites,150
Gaura's Secret Recipe,True,False,3.8,32,Marathahalli,Delivery,250
Spicy House,True,False,3.7,97,Marathahalli,Quick Bites,500
Breezy Cow Bar,True,False,3.8,25,Kaggadasapura,Beverage Shop,400
Crunchie Corner,True,False,4.0,44,Brookefield,Quick Bites,450
Namak Swad Anusaar,True,False,3.8,156,Marathahalli,Quick Bites,400
Shaadi Ki Biryani,True,False,2.5,23,"Varthur Main Road, Whitefield","Takeaway, Delivery",600
The Pallavas ( Authentic Taste Of Southern Cuisine ),True,False,3.7,25,Brookefield,Quick Bites,400
Pita Pocket Factory,False,False,3.6,27,Brookefield,Casual Dining,500
Jashn,True,False,3.7,132,Marathahalli,Casual Dining,750
Thalassery Restaurant,True,False,3.2,521,Marathahalli,Quick Bites,500
The London Shakes,True,False,4.1,59,Marathahalli,Quick Bites,300
Food Square,True,False,3.6,17,Marathahalli,Quick Bites,200
Matka House,True,False,3.9,391,Kaggadasapura,Quick Bites,450
Aashirvaad Restaurant,True,False,3.1,253,Marathahalli,Quick Bites,300
Salt Mango Tree,True,False,4.3,522,Whitefield,Casual Dining,1000
Mr Manchurian,True,False,3.6,199,Marathahalli,Food Court,500
Daily Sushi,True,False,3.6,18,Marathahalli,Quick Bites,900
Golkonda Chimney,True,True,3.5,1824,Marathahalli,Casual Dining,850
Moriz Restaurant,True,False,3.2,684,Marathahalli,Casual Dining,800
Sai Santhi Cafe,True,False,3.8,69,Marathahalli,Quick Bites,400
Nikhil's Food Court,True,False,3.4,15,Brookefield,Quick Bites,300
Crazy Crush - Juices & Desserts Cafe,True,False,3.5,10,Whitefield,Beverage Shop,300
Odisha Kitchen,True,False,3.1,95,Marathahalli,Quick Bites,500
Rolls & Bowls,True,False,4.5,155,Brookefield,Quick Bites,250
Not Just Waffles,True,False,4.1,124,Brookefield,Dessert Parlor,400
Swadist Restaurant,True,False,3.6,54,Marathahalli,Quick Bites,300
VSV Chettinad,True,False,3.3,72,Kaggadasapura,Casual Dining,600
Sri Lakshmi Vaibhav,True,False,3.7,15,Marathahalli,Quick Bites,500
Foodmazic,False,False,3.7,17,Kaggadasapura,Quick Bites,200
Andhra Express,True,False,3.7,19,CV Raman Nagar,"Takeaway, Delivery",300
Mainland China,True,True,4.7,1542,Whitefield,Casual Dining,1700
Andhra Express,True,False,3.7,19,CV Raman Nagar,"Takeaway, Delivery",300
Kolkata Spicy Restaurant,True,False,2.8,11,Marathahalli,Quick Bites,300
Sri Jayadurga Biryani,True,False,3.8,47,Marathahalli,"Takeaway, Delivery",300
Punjabi Dawat,True,False,2.9,253,Bellandur,Quick Bites,400
Wangs Kitchen,True,False,3.0,384,Marathahalli,Casual Dining,1000
Brooks 37,True,True,4.1,266,Brookefield,"Casual Dining, Bar",1000
Ji Hazoor,True,True,4.0,2834,Whitefield,"Casual Dining, Bar",1100
Meena's Kitchen,True,False,3.5,11,Marathahalli,Delivery,400
Slurpy Shakes,True,False,3.4,4,Brookefield,Delivery,300
The North and South Restaurant,True,False,3.2,19,Whitefield,"Takeaway, Delivery",400
Sunshadow.in,False,False,3.5,10,Kaggadasapura,Delivery,400
Ackley Kitchen,True,False,3.6,33,Kaggadasapura,Quick Bites,500
Wok Steam & Grills,True,False,3.7,42,Marathahalli,"Takeaway, Delivery",400
Nitehunger,True,False,2.6,119,Marathahalli,"Takeaway, Delivery",500
Reddy's Restaurant,True,False,3.3,8,Bellandur,Quick Bites,500
Abhiruchi Restaurant,True,False,3.5,7,Bellandur,"Takeaway, Delivery",400
Flechazo,False,True,4.7,7154,Marathahalli,Casual Dining,1400
Corner House Ice Cream,True,False,4.5,971,Marathahalli,Dessert Parlor,400
Banchharam,False,False,3.8,98,Marathahalli,"Quick Bites, Sweet Shop",200
Vishal Sweets & Restaurant,False,False,3.7,132,Marathahalli,Quick Bites,250
CakeZone,False,False,4.1,193,Marathahalli,Bakery,500
Cream Stone,True,False,4.1,519,Marathahalli,Dessert Parlor,500
Waffle Square,True,False,3.9,34,Marathahalli,"Dessert Parlor, Beverage Shop",300
Sweet Truth,True,False,4.0,55,Marathahalli,Delivery,500
Stonelicious,True,False,4.1,287,Marathahalli,Dessert Parlor,300
SEAPOT,False,False,3.5,8,Marathahalli,Casual Dining,600
Bombay Kulfi,True,False,3.8,40,Marathahalli,Dessert Parlor,150
The Waffcake Legacy,True,False,4.0,174,Marathahalli,Dessert Parlor,350
Estaa Sweets,True,False,3.3,5,Marathahalli,Sweet Shop,300
Artinci Artisanal Ice Cream,True,False,4.2,44,Marathahalli,Dessert Parlor,300
Kanti's,False,False,3.8,46,Marathahalli,Quick Bites,300
Makers of Milkshakes,True,False,4.0,105,Marathahalli,Beverage Shop,300
Food Theory,False,False,2.8,48,Marathahalli,"Takeaway, Delivery",500
Baskin Robbins,True,False,3.2,14,Marathahalli,Dessert Parlor,250
Light House Cafe,False,False,3.6,94,Marathahalli,Cafe,700
All Shook Up,True,False,3.7,35,Marathahalli,"Dessert Parlor, Beverage Shop",300
Just Bake,True,False,3.7,63,Marathahalli,"Bakery, Quick Bites",400
Lassi Corner,True,False,3.7,143,Marathahalli,Beverage Shop,300
Cake Menu,True,False,3.5,30,Marathahalli,Bakery,400
Cakes Wagon,True,False,3.4,9,Marathahalli,"Dessert Parlor, Bakery",300
Facebake,False,False,4.0,51,Marathahalli,Dessert Parlor,300
Polar Bear,True,False,4.0,111,Marathahalli,Dessert Parlor,400
Lassi Shop,True,False,3.8,20,Marathahalli,"Dessert Parlor, Beverage Shop",200
Chef Baker's,True,False,3.3,7,Marathahalli,Bakery,450
Me And My Cake,False,False,3.5,18,Marathahalli,Bakery,500
Indulge Cupcakes,False,False,3.8,17,Marathahalli,Bakery,500
Orchard Fresh,False,False,3.4,5,Marathahalli,Dessert Parlor,400
Kartik's Mithai Shoppe,False,False,3.5,22,Marathahalli,"Quick Bites, Sweet Shop",150
Cafe Coffee Day,True,False,2.9,12,Marathahalli,Cafe,900
Parasme,True,False,3.7,42,Marathahalli,"Quick Bites, Dessert Parlor",400
Sweet Chariot,False,False,2.8,34,Marathahalli,"Bakery, Dessert Parlor",500
Delice - Novotel,False,False,3.8,33,Marathahalli,"Dessert Parlor, Bakery",800
Sri Rajalakshmi Sweets,True,False,3.7,23,Marathahalli,Sweet Shop,300
The French Loaf,False,False,3.2,4,Marathahalli,"Bakery, Quick Bites",400
Kwality Wall's Swirl's,False,False,2.9,17,Marathahalli,Kiosk,200
Flavours24,False,False,3.3,16,Marathahalli,Dessert Parlor,250
Daily Bread,False,False,3.6,18,Marathahalli,"Bakery, Quick Bites",600
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,False,False,3.2,40,Marathahalli,"Cafe, Quick Bites",400
Delicious Cakes,False,False,3.1,9,Marathahalli,Dessert Parlor,400
Waffle Stories,True,False,3.6,14,Marathahalli,Dessert Parlor,300
Sweet Alley,False,False,3.4,6,Marathahalli,"Takeaway, Delivery",400
Sri Krishnar Sweets,False,False,3.3,7,Marathahalli,"Quick Bites, Sweet Shop",150
Lassi House,False,False,3.1,6,Marathahalli,Beverage Shop,300
Kriti Dugar,False,False,3.4,6,Marathahalli,Dessert Parlor,200
Carlos Cake Cafe,True,False,3.3,8,Marathahalli,Bakery,300
Baker's Cafe,True,False,3.5,8,Marathahalli,Bakery,200
Pulla Reddy Sweets,False,False,3.5,39,Marathahalli,Sweet Shop,250
Thanco's Naturals Ice Cream,True,False,3.6,21,Marathahalli,Dessert Parlor,450
Cake Box,True,False,2.9,25,Marathahalli,Bakery,400
Warm Oven,True,False,3.8,69,Marathahalli,Bakery,500
Onesta,True,True,4.4,978,Brookefield,"Casual Dining, Cafe",600
Kesar Sweet Shop and Fast Food,False,False,4.1,1143,Brookefield,Quick Bites,500
Breads and Banter,False,True,4.3,72,Brookefield,"Cafe, Bakery",400
Gowri Gajanand Sweets,True,False,4.0,67,Brookefield,Sweet Shop,300
Kanti Sweets,True,False,4.2,226,Brookefield,Sweet Shop,400
Not Just Waffles,True,False,4.1,124,Brookefield,Dessert Parlor,400
The Belgian Waffle Company,True,False,4.0,50,Brookefield,Dessert Parlor,250
Gelato Italiano,True,False,3.4,5,Brookefield,Dessert Parlor,200
Dunkin' Donuts,True,False,4.0,183,Brookefield,"Quick Bites, Dessert Parlor",550
Cupcake Bliss,True,False,3.3,6,Brookefield,Bakery,250
Midas Touch,False,False,3.2,19,Brookefield,Bakery,300
Frozen Bottle,True,False,3.8,70,Brookefield,Beverage Shop,400
Cream Factory,True,False,3.9,54,Kaggadasapura,Dessert Parlor,400
Mad Over Donuts,True,False,3.9,46,"ITPL Main Road, Whitefield",Dessert Parlor,450
Creamy Zone,False,False,3.2,4,Brookefield,Dessert Parlor,100
Cream and Fudge,True,False,3.3,14,Brookefield,Dessert Parlor,250
Celebrations 365,True,False,3.3,4,Brookefield,Dessert Parlor,350
Ice Creamist,True,False,3.2,25,Kaggadasapura,Dessert Parlor,300
Sizzling Pasto,True,True,4.1,99,Marathahalli,"Casual Dining, Bar",1100
Brew and Barbeque - A Microbrewery Pub,True,True,4.6,5894,Marathahalli,"Microbrewery, Pub",1400
The Square - Novotel,False,True,4.3,764,Marathahalli,Fine Dining,2500
The Black Pearl,False,True,4.8,7284,Marathahalli,"Casual Dining, Bar",1500
AB's - Absolute Barbecues,False,True,4.8,12121,Marathahalli,Casual Dining,1600
The Globe Grub,False,True,4.8,3932,Marathahalli,Casual Dining,1300
Flechazo,False,True,4.7,7154,Marathahalli,Casual Dining,1400
"3B's - Buddies, Bar & Barbecues",False,True,4.5,1909,Marathahalli,"Casual Dining, Bar",1100
Float,True,True,4.4,3113,Marathahalli,"Casual Dining, Bar",1500
Sidewalk - The Garden Bar,True,True,4.4,3004,Marathahalli,"Bar, Casual Dining",1300
Jalsa Gold,False,True,4.5,3486,Marathahalli,Casual Dining,1300
ANTIGRAVITY,False,True,4.4,730,Marathahalli,"Pub, Casual Dining",1500
The Boozy Griffin,False,True,4.8,4696,Marathahalli,Pub,1800
Kritunga Restaurant,True,False,3.8,1989,Marathahalli,Casual Dining,650
Foxtrot,True,True,4.4,1184,Marathahalli,"Pub, Casual Dining",1200
Melange - Radisson Blu,False,True,4.5,785,Marathahalli,Fine Dining,2700
Nagarjuna,False,False,4.2,970,Marathahalli,Casual Dining,800
BiereKraft,False,True,4.2,746,Marathahalli,Bar,1600
Barbecoa,False,False,4.3,1370,Marathahalli,Casual Dining,1000
Meghana Foods Grand,True,False,4.2,3367,Marathahalli,Casual Dining,600
